notation,uri,prefLabel,altLabel,definition,broader,narrower,related,closeMatch,relatedMatch,broadMatch,seeAlso,source,inScheme
FB76BC,https://www.w3id.org/archlink/terms/conservationthesaurus/FB76BC,geklebt@de,Klebung (Herstellungstechnik)@de|verklebt@de,"Fügetechnik, bei der Werkteile mit Hilfe von flüssigen, pastenartigen oder festen Werkstoffen (Klebstoffe) mit einander verbunden werden. Die Haftung entsteht dabei aus Adhäsionskräften zwischen Klebstoff und Verbundfläche und Kohäsionskräften zwischen den Molekülen innerhalb des Klebstoffes.",https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.| Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 360.",https://www.w3id.org/archlink/branches/D6BCC2
F988F4,https://www.w3id.org/archlink/terms/conservationthesaurus/F988F4,gekittet@de,Kittung@de|verkittet@de,"Fügetechnik, bei der Werkstücke mit Hilfe von festen Klebstoffen (Kitt) miteinander verbunden werden. Der Kitt wird in schmelzflüssiger Form auf die zu verbindenden Werkteile aufgetragen und erstarrt beim anschließenden Abkühlen. Auf diese Art bildet sich eine feste Verbindung, die durch erneutes Erwärmen des Kittes leicht wieder gelöst werden kann. Verkittungen werden oft eingesetzt, um größere Zwischenräume zu füllen, Fugen abzudichten oder als Unterlage für Treib-, Gravur- oder Ziselierarbeiten.",https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 361.",https://www.w3id.org/archlink/branches/D6BCC2
G887B8,https://www.w3id.org/archlink/terms/conservationthesaurus/G887B8,genietet@de,vernietet@de|Vernietung@de|Nietung@de,"Fügetechnik, bei der zwei Werkteile durch ein oder mehrere Nietstifte fest miteinander fixiert werden. Der Niet wird dafür in ein entsprechend vorbereites Loch durch beide Werkteile geführt und seine Enden aufgeweitet, wobei die Nietköpfe in unterschiedlichen Arten ausgeformt sein können (Senkniet, Halbrundniet, Flachniet, etc.). Häufig wurde der Setzkopf (Nietkopf) auf einer Seite des Nietes bereits bei der Herstellung des Nietes angelegt, im Goldschmiedehandwerk z.B. durch Anschmelzen eines Kügelchens. Bei Vernietungen mit einem Niet, sind die Werkteile unlösbar mit einander verbunden, jedoch weiterhin um den Niet herum beweglich. Bei mehreren Nieten werden die beiden Werketeile starr miteinander verbunden, sodass keine Bewegung mehr möglich ist.",https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 357| DIN 8593-5",https://www.w3id.org/archlink/branches/D6BCC2
C5FAFF,https://www.w3id.org/archlink/terms/conservationthesaurus/C5FAFF,verstiftet@de,Verstiftung@de,"Fügetechnik, bei der zwei Werkteile durch das Einführen und Fixieren eines Scharnierstiftes in ein Scharnier (oder eine ähnliche Bewegung) mit einander verbunden werden. Um den Scharnierstift zu fixieren, werden seine Enden wie bei einem Niet breitgeschmiedet. Dabei kann eines der Enden bereits vor dem Einführen des Stiftes verbreitert worden sein, im Goldschmiedehandwerk z.B. etwa durch Anschmelzen eines Kügelchens o.Ä. Im Gegensatz zur Vernietung handelt es sich bei verstifteten Verbindungen in der Regel um bewegliche Verbindungen.",https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 357",https://www.w3id.org/archlink/branches/D6BCC2
B5D998,https://www.w3id.org/archlink/terms/conservationthesaurus/B5D998,verschraubt@de,geschraubt@de|Schrauben@de|Verschrauben@de,"Verbindungstechnik, bei der zwei oder mehr Teile durch das Eindrehen einer Schraube miteinander verbunden werden. Dabei wird die Schraube in ein entsprechendes Gewinde des Werkstücks oder einer Mutter eingeführt, wodurch eine feste und sichere Verbindung entsteht.",https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 358 - 360.",https://www.w3id.org/archlink/branches/D6BCC2
A6CD9G,https://www.w3id.org/archlink/terms/conservationthesaurus/A6CD9G,gefalzt@de,Falzung@de,,https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,,https://www.w3id.org/archlink/branches/D6BCC2
AFFB47,https://www.w3id.org/archlink/terms/conservationthesaurus/AFFB47,gebördelt@de,Bördelung@de|Bördeln@de|umgelegt@de|Umlegen@de,"umformendes Fertigungsverfahren, bei dem der Rand eines Blechs durch plastische Verformung um eine Schlagunterlage gebogen wird. Es dient zur Verstärkung von Kanten, zur Verbindung von Bauteilen oder zur Herstellung einer glatten und sicheren Abschlusskante.",https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 249",https://www.w3id.org/archlink/branches/D6BCC2
FC7874,https://www.w3id.org/archlink/terms/conservationthesaurus/FC7874,gesteckt@de,Steckung@de,,https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,,https://www.w3id.org/archlink/branches/D6BCC2
B61CC6,https://www.w3id.org/archlink/terms/conservationthesaurus/B61CC6,geklammert@de,verklammert@de|Klammerung@de,,https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,,https://www.w3id.org/archlink/branches/D6BCC2
G4B128,https://www.w3id.org/archlink/terms/conservationthesaurus/G4B128,geklemmt@de,verklemmt@de|Klemmung@de,,https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,,https://www.w3id.org/archlink/branches/D6BCC2
F93B74,https://www.w3id.org/archlink/terms/conservationthesaurus/F93B74,laminiert@de,Laminierung (Herstellung)@de,,https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,,https://www.w3id.org/archlink/branches/D6BCC2
A2B2CD,https://www.w3id.org/archlink/terms/conservationthesaurus/A2B2CD,gedübelt@de,Dübelung@de|verdübelt@de,,https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,,https://www.w3id.org/archlink/branches/D6BCC2
BD18A1,https://www.w3id.org/archlink/terms/conservationthesaurus/BD18A1,genagelt@de,Nagelung@de,,https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,,https://www.w3id.org/archlink/branches/D6BCC2
ABAD42,https://www.w3id.org/archlink/terms/conservationthesaurus/ABAD42,gezapft@de,Zapfung@de|verzapft@de,,https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,,https://www.w3id.org/archlink/branches/D6BCC2
D6DFDB,https://www.w3id.org/archlink/terms/conservationthesaurus/D6DFDB,geflochten@de,Flechtung@de|verflochten@de|Flechten@de,"Verbindungstechnik, bei der drei oder mehrere Fäden, Drähte oder Bänder durch systematisches Überkreuzen zu einem textilen Gewebe verbunden werden. Je nach Art der Verflechtungen lassen sich Systeme in zwei oder mehrere Richtungen sowie zwei- oder auch dreidimensionales Flechten unterscheiden. Häufiges Produkt der Flechttechnik sind Zöpfe, Kordeln bis hin zu flächigen Textilgebilden.",https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,"Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S.9, 45.",https://www.w3id.org/archlink/branches/D6BCC2
D9G8B5,https://www.w3id.org/archlink/terms/conservationthesaurus/D9G8B5,verdrillt@de|twist@en,Verdrillen@de,"Verbindungstechnik, bei der zwei oder mehr Fasern, Drähte oder Fäden durch einfaches Verdrehen von Hand miteinander verbunden werden. Diese Technik wird häufig bei der Herstellung von Seilen oder Kordeln angewendet, um die Zugfestigkeit und Stabilität des Materials zu erhöhen. Durch die Verdrehung entsteht eine gleichmäßige, widerstandsfähige Struktur, die je nach Material und Stärke der Verdrillung in ihrer Festigkeit und Elastizität variieren kann.",https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,"CIETA Vocabularies - Vokabular der Textiltechniken| Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 8",https://www.w3id.org/archlink/branches/D6BCC2
G859A7,https://www.w3id.org/archlink/terms/conservationthesaurus/G859A7,gesponnen@de|spinning@en,Spinnen@de,"textile Fertigungstechnik, bei der Fasern oder Haare (z.B. Wolle) durch Verdrehen zu einem kontinuierlichen Faden verarbeitet werden. Dieser Prozess kann mechanisch oder manuell erfolgen und dient dazu, lose Fasern zu einem festen, belastbaren und verarbeitungsfähigen Faden zu verbinden. Gesponnene Garne bilden die Grundlage für textile Gewebe, Strickwaren oder Seile und können je nach Verwendungszweck in ihrer Feinheit, Festigkeit und Elastizität variieren.",https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,"CIETA Vocabularies - Vokabular der Textiltechniken| Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 8",https://www.w3id.org/archlink/branches/D6BCC2
D9165B,https://www.w3id.org/archlink/terms/conservationthesaurus/D9165B,verzwirnt@de|twist@en,,"kontrollierterer und gezielterer Fertigungsprozess, zur Herstellung von Garnen/Zwirn. Dabei werden zwei oder mehr gesponnene Einzelfäden mit entgegengesetzter Drehrichtung fest miteinander verdreht (Z- oder S-Drehung), um eine stabile, gleichmäßige und glattere Struktur mit höherer Festigkeit und Elastizität zu erzeugen.",https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,CIETA Vocabularies - Vokabular der Textiltechniken,https://www.w3id.org/archlink/branches/D6BCC2
CAF8AF,https://www.w3id.org/archlink/terms/conservationthesaurus/CAF8AF,gewebt@de|weave@en,Webung@de|verwebt@de|Weben@de,"textile Fertigungstechnik, bei der zwei Fadensysteme, Kette und Schuss, rechtwinklig ineinander verflochten werden, um ein stabiles Gewebe zu erzeugen. Dabei werden die Kettfäden in einem Webrahmen oder einer Webmaschine gespannt, während der Schussfaden durch sie hindurchgeführt wird.",https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,https://www.w3id.org/archlink/terms/conservationthesaurus/CF39DD|https://www.w3id.org/archlink/terms/conservationthesaurus/FB7AB6|https://www.w3id.org/archlink/terms/conservationthesaurus/DD149D|https://www.w3id.org/archlink/terms/conservationthesaurus/G49676|https://www.w3id.org/archlink/terms/conservationthesaurus/FF5836,,,,,,"CIETA Vocabularies - Vokabular der Textiltechniken | Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S.80.",https://www.w3id.org/archlink/branches/D6BCC2
CF39DD,https://www.w3id.org/archlink/terms/conservationthesaurus/CF39DD,Leinwandbindung@de|tabby weave@en,Taftbindung@de|Tuchbindung@de,"einfache Grundbindung in der Webtechnik, bei der jeder Schussfaden abwechselnd über und unter den Kettfäden verläuft. Diese dichte Verkreuzung sorgt für eine gleichmäßige, strapazierfähige Gewebestruktur mit hoher Reißfestigkeit. Aufgrund ihrer Robustheit und Vielseitigkeit wird die Leinwandbindung für eine Vielzahl von Textilien verwendet, darunter Baumwollstoffe, Leinen, Seide und technische Gewebe.",https://www.w3id.org/archlink/terms/conservationthesaurus/CAF8AF,,,,,,,"CIETA Vocabularies - Vokabular der Textiltechniken| Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 96/97.",https://www.w3id.org/archlink/branches/D6BCC2
FB7AB6,https://www.w3id.org/archlink/terms/conservationthesaurus/FB7AB6,Kompositbindung@de|compound weave@en,zusammengesetzte Bindung@de|abgeleitete Bindung@de,"Gewebebindung, die sich auch verschiedenen Grundbindungsprinzipien und deren Ableitungen oder aus einem Grundgewebe und zusätzlichen Fadensystemen zusammensetzen.",https://www.w3id.org/archlink/terms/conservationthesaurus/CAF8AF,,,,,,,"Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 103.",https://www.w3id.org/archlink/branches/D6BCC2
DD149D,https://www.w3id.org/archlink/terms/conservationthesaurus/DD149D,Köperbindung@de|twill weave@en,,"textile Grundbindung, die durch eine diagonale Struktur im Gewebe gekennzeichnet ist. Sie entsteht, indem der Schussfaden in einem regelmäßigen Versatz über mindestens zwei Kettfäden hinweggeführt und dann unter mindestens einen Kettfaden hindurchgeführt wird.",https://www.w3id.org/archlink/terms/conservationthesaurus/CAF8AF,,,,,,,"CIETA Vocabularies - Vokabular der Textiltechniken | Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 98 - 101.",https://www.w3id.org/archlink/branches/D6BCC2
G49676,https://www.w3id.org/archlink/terms/conservationthesaurus/G49676,Ripsbindung@de,Rips@de|Reps@de|Cannelébindung@de,"Abwandlung der Leinwandbindung, bei der durch eine gezielte Variation der Kett- oder Schussfäden eine gerippte Struktur entsteht, bei der nur eines der Fadensysteme sichtbar erscheint. Diese Rippen verlaufen entweder in Längsrichtung (Kettenrips) oder in Querrichtung (Schussrips) und verleihen dem Gewebe eine höhere Festigkeit sowie eine markante Oberflächenstruktur",https://www.w3id.org/archlink/terms/conservationthesaurus/CAF8AF,,,,,,,"CIETA Vocabularies - Vokabular der Textiltechniken | Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 97/98.| Hermann Kühn, Erhaltung und Pflege von Kunstwerken. Material und Technik, Konservierung und Restaurierung. 3. München: Klinkhardt & Biermann, 2001, S. 221.",https://www.w3id.org/archlink/branches/D6BCC2
FF5836,https://www.w3id.org/archlink/terms/conservationthesaurus/FF5836,Atlasbindung@de|satin weave@en,Satinbindung@de,"textile Grundbindung, bei der die Verkreuzung von Kett- und Schussfäden eine glatte und glänzende Oberfläche erzeugt. Diese entsteht, indem der Schussfaden über mindestens vier Kettfäden hinweg verläuft um dann mit dem fünften Kettfaden zu binden. Die Bindungspunkte liegen dabei weit auseinander ohne sich zu berühren, wordurch sich eine äußerst dichte, weich fließende Struktur ergibt.",https://www.w3id.org/archlink/terms/conservationthesaurus/CAF8AF,,,,,,,"CIETA Vocabularies - Vokabular der Textiltechniken | Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 101/102.| Hermann Kühn, Erhaltung und Pflege von Kunstwerken. Material und Technik, Konservierung und Restaurierung. 3. München: Klinkhardt & Biermann, 2001, S. 222/223.",https://www.w3id.org/archlink/branches/D6BCC2
B2CC48,https://www.w3id.org/archlink/terms/conservationthesaurus/B2CC48,gefilzt@de,Filzung@de,"Technik bei der Fasern, meist aus Wolle oder anderen tierischen Haaren, durch mechanische Bearbeitung und Feuchtigkeit miteinander verbunden werden, ohne dass ein zusätzliches Bindemittel erforderlich ist. Durch Walken, Pressen oder Nadelfilzen verhaken sich die Fasern dauerhaft und bilden eine dichte, textile Struktur.",https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,CIETA Vocabularies - Vokabular der Textiltechniken,https://www.w3id.org/archlink/branches/D6BCC2
D1CA6B,https://www.w3id.org/archlink/terms/conservationthesaurus/D1CA6B,geknotet@de,Knotung@de|verknotet@de|Verknoten@de,"Fertigungstechnik, bei der zwei oder mehrere Fäden durch straffes Anziehen von Schleifen, Verschlingungen oder Maschen miteinander verbunden werden. Knotungen können zur einfachen Verbindung loser Enden oder zur Bildung flächiger Gewebe verwendet werden.",https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,https://www.w3id.org/archlink/terms/conservationthesaurus/C79172,,,,,,"Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 25.",https://www.w3id.org/archlink/branches/D6BCC2
C79172,https://www.w3id.org/archlink/terms/conservationthesaurus/C79172,geknüpft@de,Knüpfen@de,"spezielle Knotentechnik zur Stoffbildung, bei der Fäden in einer systematischen sich wiederholenden Anordnung so miteinander oder in bestehende Grundgewebe verknotet werden, dass Muster und/oder flächige textile Strukturen entstehen.",https://www.w3id.org/archlink/terms/conservationthesaurus/D1CA6B,,,,,,,"CIETA Vocabularies - Vokabular der Textiltechniken| Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 25, 112/113.| Hermann Kühn, Erhaltung und Pflege von Kunstwerken. Material und Technik, Konservierung und Restaurierung. 3. München: Klinkhardt & Biermann, 2001, S. 227 - 230.",https://www.w3id.org/archlink/branches/D6BCC2
D96833,https://www.w3id.org/archlink/terms/conservationthesaurus/D96833,gestrickt@de,Stricken@de,"Fertigungstechnik, bei der ein fortlaufender Faden mit Hilfe von Stricknadeln oder einer Maschine mit sich selbst zu einem flexiblen Maschengewebe verarbeitet wird. Dabei wird der Faden zu einzelnen Maschenreihen geformt, die ineinander verschlungen werden. Auf diese Weise entsteht ein dehnbares und elastisches Gewebe, welches sich in Muster und Struktur variieren lässt. Stricken ist eng verwandt mit der Technik des Häkelns, wobei der Unterschied in der Anzahl verwendeter Nadeln und aktiver Maschen liegt. Beim Stricken kommen zwei oder mehr Nadeln zum Einsatz, wobei jeweils mehrere Maschen gleichzeitig auf der Nadel gehalten werden.",https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,"Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 9, 32/33. | Hermann Kühn, Erhaltung und Pflege von Kunstwerken. Material und Technik, Konservierung und Restaurierung. 3. München: Klinkhardt & Biermann, 2001, S. 227.",https://www.w3id.org/archlink/branches/D6BCC2
B24ADG,https://www.w3id.org/archlink/terms/conservationthesaurus/B24ADG,gehäkelt@de,Häkelung@de|Häkeln@de,"Fertigungstechnik, bei der ein fortlaufender Faden durch Bilden von Schlingen und Maschen zu einem flexiblen Gewebe verarbeitet wird. Dabei können eine Reihe unterschiedlicher Maschenformen (Luftmaschen, Kettenmaschen, feste Maschen, etc.) variiert und kombiniert werden, wodurch sich eine dichte, oft strukturierte Oberfläche mit vielfältigen Mustermöglichkeiten ergibt. Die Technik kann dabei nur mit den Fingern oder mit Hilfe einer speziellen Nadel mit kleinem Häkchen ausgeführt werden. Häkeln ist eng verwandt mit Stricken. Im Unterschied zum Stricken wird beim Häkeln jedoch nur eine einzelne Häkelnadel (oder Finger) genutzt, wodurch stets nur eine Masche aktiv bearbeitet wird und ein dichteres und stabileres Gewebe entsteht.",https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,"Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 9, 31/32. | Hermann Kühn, Erhaltung und Pflege von Kunstwerken. Material und Technik, Konservierung und Restaurierung. 3. München: Klinkhardt & Biermann, 2001, S. 227.",https://www.w3id.org/archlink/branches/D6BCC2
C26D24,https://www.w3id.org/archlink/terms/conservationthesaurus/C26D24,genäht@de,vernäht@de|Nähen@de,"Fügetechnik, bei der zwei oder mehr Materialien mit Hilfe eines fortlaufenden Fadens und eines spitzen Werkzeugs (z.B. Nadel) durch mehrmaliges Durchstechen miteinander verbunden werden. Die Technik erzeugt eine Naht, die nicht nur funktionale sondern auch dekorative Zwecke erfüllen kann.",https://www.w3id.org/archlink/terms/conservationthesaurus/A15F83,,,,,,,"Annemarie Seiler-Baldinger, Systematik der Textilen Techniken. Basler Beiträge zur Ethnologie 32. Basel: Wepf, 1991, S. 160.",https://www.w3id.org/archlink/branches/D6BCC2
