notation,prefLabel,altLabel,definition,broader,related,source,closeMatch,relatedMatch,seeAlso,broadMatch,narrowMatch,narrower,uri
B77A8F,Ethylacetat@de|ethyl acetate@en,Essigsäureethylester@de|Ethansäureethylester@de|Essigester@de,"flüchtiges, farbloses Lösungsmittel aus der Gruppe der Carbonsäureester, welches in der Lage ist verschiedene organische Stoffe, wie Polymere, zu lösen bzw. Lösungen einzugehen. Es verdunstet relativ langsam, hinterlässt kaum Rückstände und ist im Verhältnis zu anderen Lösungsmitteln weniger toxisch, wobei dennoch akute Gesundheitsgefahren von diesem Stoff ausgehen! In der Konservierung und Restaurierung wird Ethylacetat häufig als Ersatz für das hochgiftige Toluol verwendet, da es sich ähnlich langsam verflüchtigt und somit bei der Festigung instabiler Materialien zu einer ähnlich guten Eindringtiefe gelöster Polymere führt.",https://www.w3id.org/archlink/terms/conservationthesaurus/C421BF,,https://gestis.dguv.de/data?name=012040,https://cameo.mfa.org/wiki/Ethyl_acetate,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/B77A8F
D627B2,Toloul@de|toluene@en,Methylbenzol@de,"aromatischer Kohlenwasserstoff und organisches, unpolares Lösungsmittel mit der chemischen Summenformel C7H8, das in der Konservierung und Restaurierung zur Entfernung von Wachsen, Ölen, Harzen und Polymeren von/aus Objekten sowie zur Herstellung von Polymerlösungen verwendet wird. Toluol ist höchst gesundheitsgefährdent, sodass seine Verwendung auf ein Minium beschränkt und nach Möglichkeiten auf weniger gefährliche Alternativen zurückgegriffen werden sollte. Toluol ist eng verwandt mit Xylol, zeigt jedoch eine höhere Flüchtigkeit und eine geringfügig bessere Lösungskraft aufgrund der etwas höheren Polarität",https://www.w3id.org/archlink/terms/conservationthesaurus/C421BF,,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 185.| https://gestis.dguv.de/data?name=010070",https://cameo.mfa.org/wiki/Toluene,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/D627B2
GGD87G,Coloradol@de,,"Produktname eines Lösungsmittelgemisches der Firma Ehserchemie GmbH bestehen aus Dichlormethan und Methanol. Aufgrund des starken organischen Lösungsmittels Dichlormethan, dessen Effektivität von Methanol noch unterstützt wird, ist Coloradol in der Lage ausgehärtete Epoxidharze aufzulösen bzw. soweit zu schwächen, dass sie entfernt werden können. Entsprechend wird Coloradol für die Lösung bzw. Entfernung von Epoxidsharz-Klebungen verwendet. Allerdings gehen höchste Gesundheitsgefahren von den Bestandteilen des Coloradols aus, sodass dessen Verwendung auf ein Minimum begrenzt werden sollte.",https://www.w3id.org/archlink/terms/conservationthesaurus/C421BF,,https://www.ehserchemie.de/wp-content/uploads/2019/04/Coloradol-70-L.pdf| https://gestis.dguv.de/data?name=012630,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/GGD87G
AFC696,2-Butanon@de|ethyl methyl ketone@en,MEK@de|Methyl Ethyl Keton@de|Butanon@de,"organische Verbindung mit der chemischen Formel C4H8O aus der Gruppe der Ketone. Es ist eine farblose, flüchtige Flüssigkeit mit charakteristischem Geruch, die sich durch eine moderate Polarität und hohe Lösekraft sowie eine Verdunstungsgeschwindigkeit zwischen Aceton und Ethanol auszeichnet, wodurch es in der Konservierung und Restaurierung zur Entfernung von Beschichtungen, Klebstoffen und zur Herstellung von Polymerlösungen verwendet wird.",https://www.w3id.org/archlink/terms/conservationthesaurus/C421BF,,https://gestis.dguv.de/data?name=013330,https://cameo.mfa.org/wiki/Methyl_ethyl_ketone,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/AFC696
G46243,Propylacetat@de,Essigsäurepropylester@de,"farbloses, flüchtiges Lösungsmittel aus der Gruppe der Ester mit einem fruchtigen Geruch und der chemischen Formel C5H10O2. Es wird in der Konservierung und Restaurierung als Lösungsmittel für verschiedene organische Verbindungen eingesetzt, z.B. zur Herstellung von Kleb- oder Festigungsmitteln. Von dem Stoff gehen akute und chronische Gesundheitsgefahren aus, sodass bei dessen Verwendung die üblichen Sicherheitsvorkehrungen einzuhalten sind.",https://www.w3id.org/archlink/terms/conservationthesaurus/C421BF,,https://gestis.dguv.de/data?name=033670,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/G46243
D347D6,Terpentinöl@de|turpentine@en,Balsamterpentinöl@de,"farbloses, ätherisches Öl, das durch Destillation von Baumharzen, insbesondere von Nadelbäumen, gewonnen wird. Es zeichnet sich durch seine gute Lösekraft für natürliche Harzen und Wachse aus und wird in der Konservierung und Restaurierung häufig als Lösungsmittel für Reinigungsarbeiten, die Entfernung von alten Firnissen oder das Anmischen traditioneller Mal- und Schutzmittel verwendet. Es gehen aktue und chronische Gesundheitsgefahren von Terpentinöl aus, wodurch es mit gewisser Vorsicht eingesetzt werden sollte.",https://www.w3id.org/archlink/terms/conservationthesaurus/C421BF,,https://www.kremer-pigmente.com/de/shop/loesemittel-chemikalien-hilfsmittel/70010-balsamterpentinoel.html| https://gestis.dguv.de/data?name=095550,https://cameo.mfa.org/wiki/Turpentine_(oil),,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/D347D6
BDG3D5,Xylol@de|xylene@en,,"aromatischer Kohlenwasserstoff und organisches Lösemittel mit der chemischen Summenformel C8H10, das in der Konservierung und Restaurierung zur Lösung unpolarer Substanzen wie Harze, Wachse oder Polymere verwendet wird. Xylol ist eng verwandt mit Toluol, zeigt jedoch eine geringere Flüchtigkeit und eine schwächerer Polarität. Ebenso wie Toluol ist Xylol gesundheitsgefährdend und die Verwendung sollte nach Möglichkeiten vermieden werden.",https://www.w3id.org/archlink/terms/conservationthesaurus/C421BF,,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 185.| https://gestis.dguv.de/data?name=010080",https://cameo.mfa.org/wiki/Xylenes,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/BDG3D5
F87124,Komplexbildner@de|sequestering agent@en,Chelatbildner@de,"chemischer Stoff, der stabile Verbindungen (Komplexe) mit Metallionen eingeht, wodurch sich deren Reaktivität und Löslichkeit verändert. In der Restaurierung werden solche Stoffe vor allem verwendet, um unerwünschte Metallionen oder Ablagerungen in/auf Objekten zu entfernen. Dabei kann es jedoch auch zu einer unkontrollierten, fortschreitenden Reaktion mit dem ursprünglichen Material kommen, weshalb Komplexbilder mit Bedacht eingesetzt werden müssen.",https://www.w3id.org/archlink/terms/conservationthesaurus/C364G1,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003) 2nd. ed, S. 200/201.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 91., 180.",https://cameo.mfa.org/wiki/Chelating_agent,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/D9F9D8|https://www.w3id.org/archlink/terms/conservationthesaurus/F49B77,https://www.w3id.org/archlink/terms/conservationthesaurus/F87124
D9F9D8,Ethylendiamintetraessigsäure@de|ethylenediaminetetra acetic acid@en,ETDA@de,"organischer Komplexbildner, der aufgrund seiner chemischen Struktur in der Lage ist, selektiv Metallionen aus Verbindungen zu extrahieren und in stabile, wasserlösliche Komplexe zu überführen. In der Konservierung und Restaurierung ist ETDA ein häufig eingesetztes Mittel zur Entfernung ungewollter Metallablagerungen bzw. Korrosionsprodukte, da es durch seine selektive Wirkung verhältnismäßig schonend zur originalen Objektoberfläche ist.",https://www.w3id.org/archlink/terms/conservationthesaurus/F87124,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 201/202.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 181.",https://cameo.mfa.org/wiki/EDTA,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/CC2F8A,https://www.w3id.org/archlink/terms/conservationthesaurus/D9F9D8
CC2F8A,Titriplex III@de,,Handelsname der Firma Merck für das Dinatriumsalz von EDTA (Na2EDTA).,https://www.w3id.org/archlink/terms/conservationthesaurus/D9F9D8,,https://www.sigmaaldrich.com/DE/de/product/mm/108421,,https://cameo.mfa.org/wiki/EDTA,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/CC2F8A
F49B77,Thioharnstoff@de|thiourea@en,,,https://www.w3id.org/archlink/terms/conservationthesaurus/F87124,,,https://cameo.mfa.org/wiki/Thiourea,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/F49B77
ACFF37,Korrosionsinhibitor@de,,"chemische Substanz, die bereits in geringer Konzentrationen in der Lage ist die Korrosionsgeschwindigkeit von Metallen in aggressiven Umgebungen zu verringern. Sie wirken, indem sie schützende Filme auf der Metalloberfläche bilden und somit die chemische Reaktionen hemmen. In der Konservierung und Restaurierung finden sie Anwendung, um metallische Artefakte vor weiterer Schädigung zu bewahren und ihre langfristige Stabilität zu gewährleisten.",https://www.w3id.org/archlink/terms/conservationthesaurus/C364G1,,"DIN EN ISO 8044:2020-08, Korrosion von Metallen und Legierungen - Grundbegriffe (ISO 8044:2020); Dreisprachige Fassung EN ISO 8044:2020, Deutsches Institut für Normung.",https://cameo.mfa.org/wiki/Vapor_phase_corrosion_inhibitor,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/B6B615|https://www.w3id.org/archlink/terms/conservationthesaurus/BADDA1|https://www.w3id.org/archlink/terms/conservationthesaurus/A75619|https://www.w3id.org/archlink/terms/conservationthesaurus/F845F7,https://www.w3id.org/archlink/terms/conservationthesaurus/ACFF37
B6B615,Benzotriazol@de|benzotriazole@en,BTA@de,,https://www.w3id.org/archlink/terms/conservationthesaurus/ACFF37,,,https://cameo.mfa.org/wiki/Benzotriazole,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/B6B615
BADDA1,Tannin@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/ACFF37,,,,https://cameo.mfa.org/wiki/Tannin,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/BADDA1
A75619,Natriumnitrit@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/ACFF37,,,,https://cameo.mfa.org/wiki/Sodium_nitrite,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A75619
F845F7,Diethanolamin@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/ACFF37,,,,https://cameo.mfa.org/wiki/Diethanolamine,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/F845F7
B3FCA1,Reduktionsmittel@de|reducing agent@en,,"chemische Substanz, die in der Lage ist bei einer chemischen Reaktion andere Substanzen zu reduzieren. Das Reduktionsmittel fungiert dabei als Eletronendonator (gibt Elektronen ab) und wird somit selbst oxidiert (Redoxreaktion). In der Restaurierung werden Reduktionsmittel eingesetzt, um die ungewollte Oxidation von Metallen zu reduzieren, Korrosionsprodukte zu entfernen und die ursprüngliche Erscheinung von Objekten wiederherzustellen.",https://www.w3id.org/archlink/terms/conservationthesaurus/C364G1,,"Charles E. Mortimer, Ulrich Müller, Chemie. Das Basiswissen der Chemie (Stuttgart 2007)9.| DIN EN ISO 8044:2020-08, Korrosion von Metallen und Legierungen - Grundbegriffe (ISO 8044:2020); Dreisprachige Fassung EN ISO 8044:2020, Deutsches Institut für Normung.",http://vocab.getty.edu/aat/300380032| https://cameo.mfa.org/wiki/Reducing_agent,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/D4A6D1|https://www.w3id.org/archlink/terms/conservationthesaurus/FCA8C9|https://www.w3id.org/archlink/terms/conservationthesaurus/CB3941|https://www.w3id.org/archlink/terms/conservationthesaurus/B614CD|https://www.w3id.org/archlink/terms/conservationthesaurus/A7C8CB,https://www.w3id.org/archlink/terms/conservationthesaurus/B3FCA1
D4A6D1,Natriumborhydrid@de,NaBH4@de,,https://www.w3id.org/archlink/terms/conservationthesaurus/B3FCA1,,,https://cameo.mfa.org/wiki/Sodium_borohydride,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/D4A6D1
FCA8C9,Natriumthiosulfat@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/B3FCA1,,,https://cameo.mfa.org/wiki/Sodium_thiosulfate,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/FCA8C9
CB3941,Natriumdithionit@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/B3FCA1,,,https://cameo.mfa.org/wiki/Sodium_dithionite,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/CB3941
B614CD,Natriumsulfit@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/B3FCA1,,,https://cameo.mfa.org/wiki/Sodium_sulfite,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/B614CD
A7C8CB,Plasma@de,,"ionisiertes, energiereiches Gas, welches entweder durch hohe Temperaturen von mehreren 1000°C oder durch den Durchfluss elektrischen Stroms entsteht. Im Vergleich zu ""normalem"" Gas, das nicht ionisiert ist, unterscheides sich Plasma durch die Fähigkeit elektrischen Strom zu leiten. Dadurch ist es in der Lage magnetische Felder und elektromagnetische Wellen zu absorbieren, reflektieren und zu emmittieren und wird gleichzeitig selbst von diesen beeinflusst. In der Restaurierung kann Plasma zur Reduktion von Korrosionsprodukten in deren ursprünglichen metallischen Zustand verwendet werden.",https://www.w3id.org/archlink/terms/conservationthesaurus/B3FCA1,,"Katharina Schmidt-Ott, Erhaltung von Kulturgütern. Das Plasma in der Metallkonservierung – Möglichkeiten und Grenzen. Collectio archaeologica 7 (Zürich 2010) S. 27.",,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/BB7D84|https://www.w3id.org/archlink/terms/conservationthesaurus/C4F616|https://www.w3id.org/archlink/terms/conservationthesaurus/CD75GD|https://www.w3id.org/archlink/terms/conservationthesaurus/CC687C,https://www.w3id.org/archlink/terms/conservationthesaurus/A7C8CB
BB7D84,Stickstoffplasma@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A7C8CB,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/BB7D84
C4F616,Argonplasma@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A7C8CB,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/C4F616
CD75GD,Methanplasma@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A7C8CB,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/CD75GD
CC687C,Sauerstoffplasma@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A7C8CB,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/CC687C
A2B746,Base@de|alkaline solution@en,base@en,"chemische Substanz, die in wässriger Lösung ein Proton aufnehmen oder ein freies Elektronenpaar abspalten kann. In der Restaurierung wird sie zur Reinigung, Stabilisierung und Konservierung von Objekten verwendet.",https://www.w3id.org/archlink/terms/conservationthesaurus/C364G1,,"Charles E. Mortimer, Ulrich Müller, Chemie. Das Basiswissen der Chemie (Stuttgart 2007)9.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 90, 95, 183.","http://vocab.getty.edu/aat/300237910|https://cameo.mfa.org/wiki/Alkali",,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/AA8A54|https://www.w3id.org/archlink/terms/conservationthesaurus/A5D92A|https://www.w3id.org/archlink/terms/conservationthesaurus/GG3G4B|https://www.w3id.org/archlink/terms/conservationthesaurus/CB2D46,https://www.w3id.org/archlink/terms/conservationthesaurus/A2B746
AA8A54,Thiosulfat@de,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A2B746,,,,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/AA8A54
A5D92A,Ammoniak@de|ammonia@en,NH3@de,"leicht flüchtige, alkalische Verbindung, die in der Konservierung/Restaurierung für die Entfernung von Verfärbungen durch Kupfer oder für die Entfernung von Shellack verwendet wird. Die stark basische Substanz löst besonders Fette, Öle und oxidierte Schutzlacke. Aufgrund der ätzenden Wirkung und gesundheitsgefährdenden Dämpfen ist bei der Anwendung besondere Vorsicht geboten.",https://www.w3id.org/archlink/terms/conservationthesaurus/A2B746,,"Charles E. Mortimer, Ulrich Müller, Chemie. Das Basiswissen der Chemie (Stuttgart 2007)9.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 95, 183.",https://cameo.mfa.org/wiki/Ammonia_(anhydrous),,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/A5D92A
GG3G4B,Natriumhydroxid@de|sodium hydroxide@en,NaOH@de|Ätznatron@de|Natronlauge@de,"stark alkalische, hygroskopische Verbindung, die in der Kondervierung/Restaurierung hauptsächlich zur Reinigung und Entfettung von Oberflächen sowie für die Entsalzung archäologischer Eisenobjekte  verwendet wird. Die stark basische Substanz löst organische Materialien wie Fette und Proteine und ist in der Lage Chloridionen aus Metallen zu extrahieren und in Lösung zu bringen. Die ätzende Wirkung erfordert strenge Sicherheitsmaßnahmen bei der Anwednung.",https://www.w3id.org/archlink/terms/conservationthesaurus/A2B746,,"Charles E. Mortimer, Ulrich Müller, Chemie. Das Basiswissen der Chemie (Stuttgart 2007)9.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 90, 93, 183.",https://cameo.mfa.org/wiki/Sodium_hydroxide,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/GG3G4B
CB2D46,Natriumcarbonat@de|sodium carbonate@en,Na2CO3@de|Soda@de|Waschsoda@de,"alkalische Verbindung, die in der Konservierung/Restaurierung zur schonenden Reinigung, Entfettung sowie zur Neutralisierung von Säuren eingesetzt wird.",https://www.w3id.org/archlink/terms/conservationthesaurus/A2B746,,"Charles E. Mortimer, Ulrich Müller, Chemie. Das Basiswissen der Chemie (Stuttgart 2007)9.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 90, 93, 184.",https://cameo.mfa.org/wiki/Sodium_carbonate,,,,,,https://www.w3id.org/archlink/terms/conservationthesaurus/CB2D46
