notation,uri,prefLabel,altLabel,definition,broader,narrower,related,closeMatch,relatedMatch,broadMatch,seeAlso,source,inScheme
CF4199,https://www.w3id.org/archlink/terms/conservationthesaurus/CF4199,verdreht@de,,Das Objekt zeigt eine um eine Achse herumlaufende Deformation,https://www.w3id.org/archlink/terms/conservationthesaurus/A8D9GF,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
C535G6,https://www.w3id.org/archlink/terms/conservationthesaurus/C535G6,verbogen@de,,Das Objekt weist eine gekrümmte Deformation in einer Ebene auf,https://www.w3id.org/archlink/terms/conservationthesaurus/A8D9GF,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
ABB9FA,https://www.w3id.org/archlink/terms/conservationthesaurus/ABB9FA,geknickt@de,gefaltet@de,Das Objekt zeigt eine scharf umgebogene Deformation,https://www.w3id.org/archlink/terms/conservationthesaurus/A8D9GF,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
D3AGG6,https://www.w3id.org/archlink/terms/conservationthesaurus/D3AGG6,visuelle Veränderung@de|visual alteration@en,optische Veränderung@de|optical alteration@en,Eine negative Veränderung des visuellen Erscheinungsbilds des Objektes,https://www.w3id.org/archlink/terms/conservationthesaurus/DAC996,https://www.w3id.org/archlink/terms/conservationthesaurus/FDC65D|https://www.w3id.org/archlink/terms/conservationthesaurus/D8CBG2|https://www.w3id.org/archlink/terms/conservationthesaurus/GA2C4A|https://www.w3id.org/archlink/terms/conservationthesaurus/A4G8FA,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
FDC65D,https://www.w3id.org/archlink/terms/conservationthesaurus/FDC65D,fleckig@de,Fleckbildung@de,Das Objekt zeigt partielle farbliche Veränderungen der Oberfläche,https://www.w3id.org/archlink/terms/conservationthesaurus/D3AGG6,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
D8CBG2,https://www.w3id.org/archlink/terms/conservationthesaurus/D8CBG2,eingetrübt@de,Trübung@de,"Das Objekt zeigt eine teilweise oder ganzheitliche Trübung der Oberfläche, bei der die Klarheit und Transparenz des ursprünglichen Aussehens verloren gegangen ist.",https://www.w3id.org/archlink/terms/conservationthesaurus/D3AGG6,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003) 2nd. ed, S. 183.",https://www.w3id.org/archlink/branches/DAC996
GA2C4A,https://www.w3id.org/archlink/terms/conservationthesaurus/GA2C4A,mattiert@de,Glanzverlust@de,Die vormals glänzende Oberfläche eines Objektes geht zunehmend in ein mattes Erscheinungsbild über.,https://www.w3id.org/archlink/terms/conservationthesaurus/D3AGG6,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
A4G8FA,https://www.w3id.org/archlink/terms/conservationthesaurus/A4G8FA,farbverändert@de,Verfärbung@de,"Das Objekt zeigt in seiner Farbigkeit eine Änderung, die mindestend eine der drei Farbparameter Ton, Helligkeit oder Sättigung betrifft.",https://www.w3id.org/archlink/terms/conservationthesaurus/D3AGG6,https://www.w3id.org/archlink/terms/conservationthesaurus/G8GAA6|https://www.w3id.org/archlink/terms/conservationthesaurus/ABCF99|https://www.w3id.org/archlink/terms/conservationthesaurus/GDCD91|https://www.w3id.org/archlink/terms/conservationthesaurus/F4D633,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
G8GAA6,https://www.w3id.org/archlink/terms/conservationthesaurus/G8GAA6,nachgedunkelt@de,verdunkelt@de,"Die Farbigkeit des Objektes zeigt eine Reduktion hinsichtlich des Lichtreflexionsvermögen, Tons und/oder Helligkeit",https://www.w3id.org/archlink/terms/conservationthesaurus/A4G8FA,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
ABCF99,https://www.w3id.org/archlink/terms/conservationthesaurus/ABCF99,verblasst@de,ausgeblichen@de,Die Farbigkeit des Objektes zeigt eine reduzierte Farbsättigung,https://www.w3id.org/archlink/terms/conservationthesaurus/A4G8FA,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
GDCD91,https://www.w3id.org/archlink/terms/conservationthesaurus/GDCD91,vergilbt@de,verbräunt@de,"Die Farbigkeit des Objektes hat sich zu einem gelben, braunen bis goldbraunen Farbton verändert",https://www.w3id.org/archlink/terms/conservationthesaurus/A4G8FA,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
F4D633,https://www.w3id.org/archlink/terms/conservationthesaurus/F4D633,irisierende Farbveränderung@de,schillernd@de,Bildung von bunt schillernden Flecken auf archäologischen Gläsern verursacht durch Auslaugungsprozesse der alkalireichen Bestandteile.,https://www.w3id.org/archlink/terms/conservationthesaurus/A4G8FA,,,,,,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003) 2nd. ed, S. 183.",https://www.w3id.org/archlink/branches/DAC996
B86G16,https://www.w3id.org/archlink/terms/conservationthesaurus/B86G16,Materialhinzufügung@de,Hinzufügung@de|Ablagerung@de|Anlagerung@de,"Hinzukommen von Material auf, an oder in ein Objekt als Ergebnis natürlicher Prozesse (z. B. Sediment, Staub) oder menschlicher Eingriffe (z. B. konservatorisch-restauratorische Maßnahmen). Der Begriff beschreibt das Vorhandensein zusätzlichen Materials, das nicht zum originalen Material des Objektes gehört.",https://www.w3id.org/archlink/terms/conservationthesaurus/DAC996,https://www.w3id.org/archlink/terms/conservationthesaurus/F9F255|https://www.w3id.org/archlink/terms/conservationthesaurus/BBF64G|https://www.w3id.org/archlink/terms/conservationthesaurus/BA75DG|https://www.w3id.org/archlink/terms/conservationthesaurus/G57G31|https://www.w3id.org/archlink/terms/conservationthesaurus/D48G16|https://www.w3id.org/archlink/terms/conservationthesaurus/FC7715|https://www.w3id.org/archlink/terms/conservationthesaurus/C3C616|https://www.w3id.org/archlink/terms/conservationthesaurus/F473B6,,,,,,"in Anlehnung an DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
F9F255,https://www.w3id.org/archlink/terms/conservationthesaurus/F9F255,fettverschmiert@de,fettig@de,Die Oberfläche des Objekt zeigt einen klebrige Ablagerung von Fettpartikeln.,https://www.w3id.org/archlink/terms/conservationthesaurus/B86G16,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
BBF64G,https://www.w3id.org/archlink/terms/conservationthesaurus/BBF64G,staubbedeckt@de,Staubbedeckung@de|Staubschicht@de,Ablagerung von Staubpartikeln auf der Objektoberfläche,https://www.w3id.org/archlink/terms/conservationthesaurus/B86G16,https://www.w3id.org/archlink/terms/conservationthesaurus/B221BB|https://www.w3id.org/archlink/terms/conservationthesaurus/BG987D|https://www.w3id.org/archlink/terms/conservationthesaurus/C82F3D,,,,,,,https://www.w3id.org/archlink/branches/DAC996
BA75DG,https://www.w3id.org/archlink/terms/conservationthesaurus/BA75DG,salzausblühend@de,Salzausblühungen@de|salzbelastet@de|Effloreszenz@de|Kristallbildung@de,Kristalline Ausfällungen von Salzen auf oder im Objekt,https://www.w3id.org/archlink/terms/conservationthesaurus/B86G16,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
B221BB,https://www.w3id.org/archlink/terms/conservationthesaurus/B221BB,kontaminiert@de,,Das Objekt ist mit Gefahr-/Schadstoffen belastet.,https://www.w3id.org/archlink/terms/conservationthesaurus/BBF64G,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
G57G31,https://www.w3id.org/archlink/terms/conservationthesaurus/G57G31,biologisch bewachsen@de,mikrobiell bewachsen@de|biologischer Bewuchs@de,biologische Besiedlung des Objektes durch Mikro- oder Makroorganismen.,https://www.w3id.org/archlink/terms/conservationthesaurus/B86G16,https://www.w3id.org/archlink/terms/conservationthesaurus/GD4F94,,,,,,,https://www.w3id.org/archlink/branches/DAC996
GD4F94,https://www.w3id.org/archlink/terms/conservationthesaurus/GD4F94,schimmelbedeckt@de,Schimmelbefall@de|schimmlig@de|Schimmelpilzbefall@de,Auf der Oberfläche des Objektes sind visuell sichtbare Ausbreitungen von Schimmelpilz vorhanden.,https://www.w3id.org/archlink/terms/conservationthesaurus/G57G31,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
BG987D,https://www.w3id.org/archlink/terms/conservationthesaurus/BG987D,weeping@de|weeping glas@en,schwitzendes Glas@de|Tröpfchenbildung@de|weinendes Glas@de,Bildung von Feuchtigkeitströpfchen bzw. -filmen auf der Oberfläche von Glas unter Umgebungsbedingungen mit hoher Luftfeuchtigkeit.,https://www.w3id.org/archlink/terms/conservationthesaurus/BBF64G,,,,,,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003) 2nd. ed, S. 178/179, 191.",https://www.w3id.org/archlink/branches/DAC996
C82F3D,https://www.w3id.org/archlink/terms/conservationthesaurus/C82F3D,zuvor behandelt@de,rezente Ablagerungen@de|Spuren früherer Behandlung@de,"Auf der Objektoberfläche sind Reste rezenter Materialien, wie sie bei einer vorherigen Konservierung und/oder Restaurierung verwendet wurden, festzustellen.",https://www.w3id.org/archlink/terms/conservationthesaurus/BBF64G,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
D48G16,https://www.w3id.org/archlink/terms/conservationthesaurus/D48G16,rußbedeckt@de,Rußablagerung@de|verrußt@de|Ruß geschwärzt@de,Auf der Objektoberfläche zeigen sich schwarze Ablagerungen von Rußpartikeln.,https://www.w3id.org/archlink/terms/conservationthesaurus/B86G16,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
FC7715,https://www.w3id.org/archlink/terms/conservationthesaurus/FC7715,sedimentiert@de,Erdanhaftungen@de|Sedimentanhaftungen@de,"Das Objekt ist mit lockeren oder leicht verfestigten mineralischen Materialanhaftungen bedeckt. Meist aus feinkörnigen Bodenbestandteilen wie Sand, Schluff, Ton oder Schlamm, die sich durch die Bodenlagerung auf dem Objekt abgesetzt haben.",https://www.w3id.org/archlink/terms/conservationthesaurus/B86G16,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
C3C616,https://www.w3id.org/archlink/terms/conservationthesaurus/C3C616,verkrustet@de,überkrustet@de|Verkrustung@de,"Auf dem Objekt befinden sich fest haftende, harte Ablagerungen aus mineralischen und/oder organischen Bestandteilen. Auf archäologischen (Metall-)Objekten oft in Form von Konglomeraten aus Sediment und Korrosionsprodukten zu finden.",https://www.w3id.org/archlink/terms/conservationthesaurus/B86G16,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
F473B6,https://www.w3id.org/archlink/terms/conservationthesaurus/F473B6,abgelagert@de,Ablagerung@de|Anlagerung@de,generische Angaben zu jeglicher Form von fremdartiger Ablagerung von Material auf der Oberfläche des Objektes.,https://www.w3id.org/archlink/terms/conservationthesaurus/B86G16,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
C188DA,https://www.w3id.org/archlink/terms/conservationthesaurus/C188DA,Substanzverlust@de|Loss of substance@en,,"Material bzw. Teile des Objektes fehlen teilweise oder vollständig infolge physikalischer, chemischer, biologischer oder mechanischer Prozesse.",https://www.w3id.org/archlink/terms/conservationthesaurus/DAC996,https://www.w3id.org/archlink/terms/conservationthesaurus/A8588A|https://www.w3id.org/archlink/terms/conservationthesaurus/D45638|https://www.w3id.org/archlink/terms/conservationthesaurus/C36GDB|https://www.w3id.org/archlink/terms/conservationthesaurus/D99GD4|https://www.w3id.org/archlink/terms/conservationthesaurus/C5GCB6|https://www.w3id.org/archlink/terms/conservationthesaurus/A77283,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
A8588A,https://www.w3id.org/archlink/terms/conservationthesaurus/A8588A,Fehlstellen aufweisend@de,löchrig@de|abgebrochen@de,Das Objekt ist unvollständig und besitzt eine oder mehrere Fehlstellen,https://www.w3id.org/archlink/terms/conservationthesaurus/C188DA,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
D45638,https://www.w3id.org/archlink/terms/conservationthesaurus/D45638,erodiert@de,Erosion@de,Durch die Einwirkung externer Faktoren schleichender Verlust von Oberflächenmaterial des Objektes.,https://www.w3id.org/archlink/terms/conservationthesaurus/C188DA,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
C36GDB,https://www.w3id.org/archlink/terms/conservationthesaurus/C36GDB,abgerieben@de,Abrieb@de,An der Objektoberfläche sind durch Reibungskräfte abgetragene Stellen festzustellen.,https://www.w3id.org/archlink/terms/conservationthesaurus/C188DA,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
D99GD4,https://www.w3id.org/archlink/terms/conservationthesaurus/D99GD4,zerkratzt@de,verkratzt@de|Kratzer (Schadensphänomen)@de,Durch die mechanische Einwirkung scharfer Kanten ist ein Materialverlust an der Objektoberfläche festzustellen.,https://www.w3id.org/archlink/terms/conservationthesaurus/C188DA,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
C5GCB6,https://www.w3id.org/archlink/terms/conservationthesaurus/C5GCB6,zerfressen@de,Fressspuren@de,Materialverlust an/in einem Objekt verursacht durch Fressaktivitäten von Organismen.,https://www.w3id.org/archlink/terms/conservationthesaurus/C188DA,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
A77283,https://www.w3id.org/archlink/terms/conservationthesaurus/A77283,durchwurzelt@de,,Materialverlust durch Eindringen/Einwachsen von pflanzlichen Wurzeln in das Objekt,https://www.w3id.org/archlink/terms/conservationthesaurus/C188DA,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
CB9GD3,https://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3,Kohäsionsverlust@de,,"Der innere Zusammenhalt des Objektes ist geschwächt bis vollständig zerstört, das Material ist mechanisch schwach, bricht leicht, zerfällt oder ist bröselig.",https://www.w3id.org/archlink/terms/conservationthesaurus/DAC996,https://www.w3id.org/archlink/terms/conservationthesaurus/D9C8A4|https://www.w3id.org/archlink/terms/conservationthesaurus/BC1DCG|https://www.w3id.org/archlink/terms/conservationthesaurus/BGA41C|https://www.w3id.org/archlink/terms/conservationthesaurus/F6CG68|https://www.w3id.org/archlink/terms/conservationthesaurus/B4C3B9|https://www.w3id.org/archlink/terms/conservationthesaurus/G74A2D|https://www.w3id.org/archlink/terms/conservationthesaurus/FGG2C4|https://www.w3id.org/archlink/terms/conservationthesaurus/GB33C3|https://www.w3id.org/archlink/terms/conservationthesaurus/FA14C2|https://www.w3id.org/archlink/terms/conservationthesaurus/G84156|https://www.w3id.org/archlink/terms/conservationthesaurus/AF7CC8|https://www.w3id.org/archlink/terms/conservationthesaurus/BFGD3B|https://www.w3id.org/archlink/terms/conservationthesaurus/FA9B73|https://www.w3id.org/archlink/terms/conservationthesaurus/F97BFF|https://www.w3id.org/archlink/terms/conservationthesaurus/D2364A|https://www.w3id.org/archlink/terms/conservationthesaurus/DDFG97|https://www.w3id.org/archlink/terms/conservationthesaurus/BFCC33|https://www.w3id.org/archlink/terms/conservationthesaurus/A8C236,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
D9C8A4,https://www.w3id.org/archlink/terms/conservationthesaurus/D9C8A4,zersetzt@de|degradation@en,Zersetzung@de,"Das Objekt bzw. sein Material ist durch fortschreitende physikalische, chemische oder biologische Prozesse in seiner inneren Struktur stark geschädigt. Der innere Zusammenhalt ist weitgehend verloren und kann bei mechanischer Belastung zum vollständigen Materialverlust führen. Der Begriff bildet",https://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
BC1DCG,https://www.w3id.org/archlink/terms/conservationthesaurus/BC1DCG,verhärtet@de,Verhärtung@de,"Das Material des Objektes zeigt eine deutliche Steigerung der inneren Verfestigung, bis hin zur völligen Versteifung/Starrheit.",https://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3,,,,,,,,https://www.w3id.org/archlink/branches/DAC996
BGA41C,https://www.w3id.org/archlink/terms/conservationthesaurus/BGA41C,kollabiert@de,Kollaps@de|Zusammenbruch@de,"Das innere Materialgefüges eines Objektes ist vollkommen destabilisiert, was zu einem kompletten Zerfall der Struktur geführt hat.",https://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
F6CG68,https://www.w3id.org/archlink/terms/conservationthesaurus/F6CG68,fragmentiert@de,Fragmentierung@de,"Das Objekt ist in ein oder mehrere Teile auseinandergefallen. Je nach Feinheitsgrad der entstandenen Fragmente, kann der Begriff weiter spezifiziert werden.",https://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
B4C3B9,https://www.w3id.org/archlink/terms/conservationthesaurus/B4C3B9,zerschnitten@de,Schnitt@de|verschnitten@de,Das Materialgefüge des Objektes ist unter Erzeugung einer scharf definierten Kante in zwei oder mehr Teile getrennt worden.,https://www.w3id.org/archlink/terms/conservationthesaurus/CB9GD3,,,,,,,"DIN CEN/TS 17135:2021-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe zur Beschreibung von Veränderungen an Objekten; Dreisprachige Fassung CEN/TS 17135:2020, Deutsches Institut für Normung.",https://www.w3id.org/archlink/branches/DAC996
